"","rowid","pl_hostname","pl_letter","pl_discmethod","pl_pnum","pl_orbper","pl_orbsmax","pl_orbeccen","pl_orbincl","pl_ttvflag","pl_kepflag","pl_k2flag","ra_str","ra","dec_str","dec","st_dist","st_teff","st_mass","st_rad","rowupdate","pl_name","pl_rvamp","pl_eqt","pl_insol","pl_bmassprov","pl_bmassj","pl_bmasse","pl_dens","pl_radj","pl_rade","pl_rads","pl_def_reflink","pl_disc","pl_disc_reflink","pl_locale","pl_facility","pl_telescope","pl_instrument","st_rah","st_glon","st_glat","st_elon","st_elat","st_plx","st_radv","st_sp","st_spstr","st_age"
"326",326,"HD 13908","c","Radial Velocity",2,931,2.03,0.12,NA,0,0,0,"02h18m14.56s",34.560665,"+65d35m39.7s",65.59436,66.89,6255,1.29,1.67,"14/5/14","HD 13908 c",90.9,NA,NA,"Msini",5.13,1630.4,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2014A%26A...563A..22M target=ref> Moutou et al. 2014 </a>",2013,"<a href=http://adsabs.harvard.edu/abs/2014A%26A...563A..22M target=ref> Moutou et al. 2014 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","SOPHIE Spectrograph",2.30404434,131.744353,4.21882,59.48321,47.924392,14.95,15.88,3.8,"F8 V",2.9
"327",327,"HD 13931","b","Radial Velocity",1,4218,5.15,0.02,NA,0,0,0,"02h16m47.38s",34.197414,"+43d46m22.8s",43.772995,45.52,5829,1.02,1.23,"14/5/14","HD 13931 b",NA,NA,NA,"Msini",1.88,597,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/abs/2010ApJ...721.1467H target=ref> Howard et al. 2010 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",2.27982763,138.831694,-16.447877,47.313883,28.247457,21.97,30.3,4,"G0",8.4
"328",328,"HD 139357","b","Radial Velocity",1,1125.7,2.36,0.1,NA,0,0,0,"15h35m16.20s",233.81749,"+53d55m19.7s",53.922142,121.36,4700,1.35,11.47,"14/5/14","HD 139357 b",NA,NA,NA,"Msini",9.76,3101.89,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...499..935D target=ref> Doellinger et al. 2009 </a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...499..935D target=ref> Doellinger et al. 2009 </a>","Ground","Thueringer Landessternwarte Tautenburg","2.0 m Alfred Jensch Telescope","Coude Echelle Spectrograph",15.58783264,86.159535,49.847437,198.244222,68.527507,8.24,NA,5,"K0",3.07
"329",329,"HD 14067","b","Radial Velocity",1,1455,3.4,0.533,NA,0,0,0,"02h17m10.44s",34.293499,"+23d46m04.2s",23.767832,163.4,4815,2.4,12.4,"14/9/25","HD 14067 b",92.2,NA,NA,"Msini",7.8,2479,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014PASJ...66..118W target=ref>Wang et al. 2014</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014PASJ...66..118W target=ref>Wang et al. 2014</a>","Ground","Okayama Astrophysical Observatory","1.88 m Telescope","HIDES Echelle Spectrograph",2.28623327,147.046218,-35.057357,39.954411,9.477614,6.12,NA,4.9,"G9 III",0.69
"330",330,"HD 141399","b","Radial Velocity",4,94.44,0.415,0.04,NA,0,0,0,"15h46m53.81s",236.724228,"+46d59m10.5s",46.986263,36.2,5600,1.07,NA,"16/2/25","HD 141399 b",19.23,NA,NA,"Msini",0.451,143.34133,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...787...97V target=ref>Vogt et al. 2014</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",15.78161519,74.988441,50.456045,211.837925,63.859421,27.65,-21.55,5,"K0",NA
"331",331,"HD 141399","c","Radial Velocity",4,201.99,0.689,0.048,NA,0,0,0,"15h46m53.81s",236.724228,"+46d59m10.5s",46.986263,36.2,5600,1.07,NA,"16/2/25","HD 141399 c",44.2,NA,NA,"Msini",1.33,422.7139,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...787...97V target=ref>Vogt et al. 2014</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",15.78161519,74.988441,50.456045,211.837925,63.859421,27.65,-21.55,5,"K0",NA
"332",332,"HD 141399","d","Radial Velocity",4,1069.8,2.09,0.074,NA,0,0,0,"15h46m53.81s",236.724228,"+46d59m10.5s",46.986263,36.2,5600,1.07,NA,"16/2/25","HD 141399 d",22.63,NA,NA,"Msini",1.18,375.0394,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...787...97V target=ref>Vogt et al. 2014</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",15.78161519,74.988441,50.456045,211.837925,63.859421,27.65,-21.55,5,"K0",NA
"333",333,"HD 141399","e","Radial Velocity",4,5000,5,0.26,NA,0,0,0,"15h46m53.81s",236.724228,"+46d59m10.5s",46.986263,36.2,5600,1.07,NA,"16/2/25","HD 141399 e",8.8,NA,NA,"Msini",0.66,209.7678,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2014,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...787...97V target=ref>Vogt et al. 2014</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",15.78161519,74.988441,50.456045,211.837925,63.859421,27.65,-21.55,5,"K0",NA
"334",334,"HD 141937","b","Radial Velocity",1,653.22,1.4877,0.41,NA,0,0,0,"15h52m17.55s",238.07312,"-18d26m09.8s",-18.436066,33.46,5879,1.03,0.99,"14/11/19","HD 141937 b",234.5,NA,NA,"Msini",9.316,2960.78,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014RAA....14.1447L target=ref>Liu et al. 2014</a>",2002,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002A&A...390..267U target=ref> Udry et al. 2002 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",15.87154134,351.888654,26.781275,239.872695,1.726347,29.89,-3.3,4.25,"G2/3 V",2.32
"335",335,"HD 142","b","Radial Velocity",2,349.7,1.02,0.17,NA,0,0,0,"00h06m19.18s",1.579898,"-49d04m30.7s",-49.075191,25.64,6245,1.23,1.47,"14/8/21","HD 142 b",33.2,NA,NA,"Msini",1.25,397.27,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...753..169W target=ref> Wittenmyer et al. 2012 </a>",2001,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...571..528T target=ref> Tinney et al. 2002 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",0.10532651,321.587087,-66.386565,336.554877,-44.459588,39,5.3,4.1,"G1 IV",NA
"336",336,"HD 142","c","Radial Velocity",2,6005,6.8,0.21,NA,0,0,0,"00h06m19.18s",1.579898,"-49d04m30.7s",-49.075191,25.64,6245,1.23,1.47,"14/8/21","HD 142 c",55.2,NA,NA,"Msini",5.3,1684.4,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...753..169W target=ref> Wittenmyer et al. 2012 </a>",2012,"<a href=http://adsabs.harvard.edu/abs/2012ApJ...753..169W target=ref> Wittenmyer et al. 2012 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",0.10532651,321.587087,-66.386565,336.554877,-44.459588,39,5.3,4.1,"G1 IV",NA
"337",337,"HD 142022 A","b","Radial Velocity",1,1928,3.03,0.53,NA,0,0,0,"16h10m15.02s",242.562592,"-84d13m53.8s",-84.231613,35.87,5499,0.99,NA,"14/5/14","HD 142022 A b",NA,NA,NA,"Msini",5.1,1600,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...447.1159E target=ref> Eggenberger et al. 2006 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...447.1159E target=ref> Eggenberger et al. 2006 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",16.17083944,307.720278,-23.31723,264.461529,-61.324783,27.88,-9.8,5,"K0",NA
"338",338,"HD 142245","b","Radial Velocity",1,1299,2.77,0.09,NA,0,0,0,"15h52m56.28s",238.234497,"+15d25m50.5s",15.430708,106.38,4878,1.69,5.2,"14/5/14","HD 142245 b",24.8,NA,NA,"Msini",1.9,603.9,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",15.8822998,26.943759,46.383524,231.852623,34.758605,9.4,NA,5,"K0",2.3
"339",339,"HD 142415","b","Radial Velocity",1,386.3,1.05,0.5,NA,0,0,0,"15h57m40.79s",239.419968,"-60d12m00.9s",-60.200256,34.57,6045,1.03,NA,"14/5/14","HD 142415 b",NA,NA,NA,"Msini",1.62,515,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",15.96133118,324.177899,-5.253831,251.082629,-38.753555,28.93,-12,4.1,"G1 V",1.1
"340",340,"HD 143105","b","Radial Velocity",1,2.1974,0.0379,0.07,NA,0,0,0,"15h53m36.56s",238.402328,"+68d43m12.4s",68.720116,48.7,6380,1.51,NA,"16/2/25","HD 143105 b",144,NA,NA,"Msini",1.21,384.5743,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016arXiv160204622H target=ref>Hebrard et al. 2016</a>","Ground","Haute-Provence Observatory","1.93 m Telescope","SOPHIE Spectrograph",15.89348857,102.97533,40.625771,155.403831,77.928615,20.55,15.94,3.5,"F5",NA
"341",341,"HD 143361","b","Radial Velocity",1,1046.2,1.98,0.193,NA,0,0,0,"16h01m50.35s",240.459778,"-44d26m04.3s",-44.434536,65.66,5505,0.95,0.99,"16/11/10","HD 143361 b",72.1,NA,NA,"Msini",3.48,1106.0484,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...693.1424M target=ref> Minniti et al. 2009 </a>","Ground","Las Campanas Observatory","6.5 m Magellan II Clay Telescope","MIKE Spectrograph",16.03065186,334.969392,6.274062,247.464721,-23.279196,15.23,-1.5,4.6,"G6 V",5
"342",342,"HD 145377","b","Radial Velocity",1,103.95,0.45,0.307,NA,0,0,0,"16h11m36.45s",242.901855,"-27d04m41.4s",-27.078173,55.19,6046,1.12,1.14,"14/5/14","HD 145377 b",NA,NA,NA,"Msini",5.76,1830.624,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",16.19345703,348.638427,17.538805,245.937915,-5.874307,18.12,11.1,4.3,"G3 V",1.3
"343",343,"HD 145457","b","Radial Velocity",1,176.3,0.76,0.112,NA,0,0,0,"16h10m03.91s",242.516312,"+26d44m33.9s",26.74275,126.1,4757,1.9,9.9,"14/5/14","HD 145457 b",NA,NA,NA,"Msini",2.9,921.668,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010PASJ...62.1063S target=ref> Sato et al. 2010 </a>",2010,"<a href=http://adsabs.harvard.edu/abs/2010PASJ...62.1063S target=ref> Sato et al. 2010 </a>","Ground","Subaru Telescope","8.2 m Subaru Telescope","HDS Spectrograph",16.16775411,44.301478,46.030237,233.048421,46.718359,7.93,NA,5,"K0",NA
"344",344,"HD 145934","b","Radial Velocity",1,2730,4.6,0.053,NA,0,0,0,"16h13m09.87s",243.29114,"+13d14m22.1s",13.239476,NA,NA,1.75,5.38,"15/1/8","HD 145934 b",22.9,NA,NA,"Msini",2.28,724.62,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...800...22F target=ref>Feng et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...800...22F target=ref>Feng et al. 2015</a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",16.21940933,26.928344,41.017053,238.238943,33.780583,NA,NA,5,"K0",NA
"345",345,"HD 1461","b","Radial Velocity",2,5.77152,0.0634,0.172,NA,0,0,0,"00h18m41.87s",4.674448,"-08d03m10.8s",-8.053001,23.44,5765,1.02,NA,"15/11/19","HD 1461 b",2.28,NA,NA,"Msini",0.02026,6.44,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151006446D target=ref>D&iacute;az et al. 2015</a>",2010,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1492R target=ref> Rivera et al. 2010 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",0.3116299,99.302569,-69.408826,1.062819,-9.243235,42.67,-10.06,4,"G0 V",NA
"346",346,"HD 1461","c","Radial Velocity",2,13.5052,0.1117,0.305,NA,0,0,0,"00h18m41.87s",4.674448,"-08d03m10.8s",-8.053001,23.44,5765,1.02,NA,"15/11/19","HD 1461 c",1.49,NA,NA,"Msini",0.01759,5.59,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151006446D target=ref>D&iacute;az et al. 2015</a>",2015,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151006446D target=ref>D&iacute;az et al. 2015</a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",0.3116299,99.302569,-69.408826,1.062819,-9.243235,42.67,-10.06,4,"G0 V",NA
"347",347,"HD 147018","b","Radial Velocity",2,44.236,0.2388,0.4686,NA,0,0,0,"16h23m00.15s",245.75061,"-61d41m19.5s",-61.688763,42.96,5441,0.93,NA,"14/5/14","HD 147018 b",NA,NA,NA,"Msini",2.12,674,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...511A..45S target=ref> S&eacute;gransan et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...511A..45S target=ref> S&eacute;gransan et al. 2010 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",16.38337402,325.411862,-8.440474,255.38401,-39.474296,23.28,-27.35,4.9,"G9 V",6.36
"348",348,"HD 147018","c","Radial Velocity",2,1008,1.922,0.133,NA,0,0,0,"16h23m00.15s",245.75061,"-61d41m19.5s",-61.688763,42.96,5441,0.93,NA,"14/5/14","HD 147018 c",NA,NA,NA,"Msini",6.56,2080,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...511A..45S target=ref> S&eacute;gransan et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...511A..45S target=ref> S&eacute;gransan et al. 2010 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",16.38337402,325.411862,-8.440474,255.38401,-39.474296,23.28,-27.35,4.9,"G9 V",6.36
"349",349,"HD 147513","b","Radial Velocity",1,528.4,1.32,0.26,NA,0,0,0,"16h24m01.29s",246.005371,"-39d11m34.7s",-39.192982,12.87,5883,1.11,NA,"14/5/14","HD 147513 b",NA,NA,NA,"Msini",1.21,385,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>",2003,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...415..391M target=ref> Mayor et al. 2004 </a>","Ground","La Silla Observatory","1.2 m Leonhard Euler Telescope","CORALIE Spectrograph",16.40035807,341.620812,7.212732,250.72032,-17.346126,77.69,12.6,4.4,"G3/5 V",0.3
"350",350,"HD 147873","b","Radial Velocity",1,116.596,0.522,0.207,NA,0,0,0,"16h25m45.15s",246.438141,"-33d34m01.6s",-33.56712,104.93,5972,1.38,2.29,"16/11/10","HD 147873 b",171.5,NA,NA,"Msini",5.14,1633.6462,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",16.42920939,345.985222,10.845829,250.111248,-11.740395,9.53,22.9,4.1,"G1 V",4
"351",351,"HD 147873","c","Radial Velocity",1,491.54,1.36,0.23,NA,0,0,0,"16h25m45.15s",246.438141,"-33d34m01.6s",-33.56712,104.93,5972,1.38,2.29,"16/11/10","HD 147873 c",47.9,NA,NA,"Msini",2.3,731.009,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>","Ground","Multiple Observatories","Multiple Telescopes","Multiple Instruments",16.42920939,345.985222,10.845829,250.111248,-11.740395,9.53,22.9,4.1,"G1 V",4
"352",352,"HD 148156","b","Radial Velocity",1,1027,2.45,0.52,NA,0,0,0,"16h28m17.28s",247.072006,"-46d19m03.4s",-46.317623,53.05,6308,1.22,1.21,"14/5/14","HD 148156 b",NA,NA,NA,"Msini",0.85,270.144,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/abs/2010A%26A...523A..15N target=ref> Naef et al. 2010 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",16.47146708,337.022602,1.701676,252.838406,-24.235019,18.85,-2,4.1,"G0/2 V",NA
"353",353,"HD 148427","b","Radial Velocity",1,331.5,0.93,0.16,NA,0,0,0,"16h28m28.15s",247.117294,"-13d23m58.7s",-13.39964,59.28,NA,NA,NA,"14/5/14","HD 148427 b",NA,NA,NA,"Msini",0.96,310,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...703.1545F target=ref> Fischer et al. 2009 </a>","Ground","Lick Observatory","3.0 m C. Donald Shane Telescope","Hamilton Echelle Spectrograph",16.47448629,2.417369,23.581615,247.527654,8.272306,16.87,-37.8,5,"K0 III/IV",NA
"354",354,"HD 149026","b","Radial Velocity",1,2.8758911,NA,NA,84.55,0,0,0,"16h30m29.62s",247.623413,"+38d20m50.3s",38.347309,78.86,6160,1.34,1.54,"14/10/15","HD 149026 b",43.3,NA,NA,"Mass",0.368,116.957,0.85,0.813,9.113,0.084,"<a href=http://adsabs.harvard.edu/abs/2009ApJ...696..241C target=ref> Carter et al. 2009 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...633..465S target=ref> Sato et al. 2005 </a>","Ground","Subaru Telescope","8.2 m Subaru Telescope","HDS Spectrograph",16.50822754,61.296758,43.283307,234.500346,59.059608,12.68,-18.1,4,"G0",2.6
"355",355,"HD 149143","b","Radial Velocity",1,4.088,0.052,0.08,NA,0,0,0,"16h32m51.05s",248.212708,"+02d05m05.4s",2.084832,63.49,5730,1.1,NA,"16/3/10","HD 149143 b",163,NA,NA,"Msini",1.36,432.2488,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...446..717D target=ref> da Silva et al. 2006 </a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006A&A...446..717D target=ref> da Silva et al. 2006 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","ELODIE Spectrograph",16.54751383,17.516745,31.481715,246.097208,23.734304,15.75,NA,4.3,"G3 V",7.6
"356",356,"HD 1502","b","Radial Velocity",1,431.8,1.31,0.101,NA,0,0,0,"00h19m17.07s",4.82111,"+14d03m17.1s",14.054755,167.5,5049,1.61,4.5,"14/5/14","HD 1502 b",60.7,NA,NA,"Msini",3.1,985.2,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",0.32140732,111.216101,-48.084195,10.055058,10.974919,5.97,NA,5,"K0",2.4
"357",357,"HD 150706","b","Radial Velocity",1,5894,6.7,0.38,NA,0,0,0,"16h31m17.59s",247.823273,"+79d47m23.2s",79.789772,27.23,5961,1.17,0.96,"14/7/23","HD 150706 b",31.1,NA,NA,"Msini",2.71,861.28,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2012A%26A...545A..55B target=ref> Boisse et al. 2012 </a>",2012,"<a href=http://adsabs.harvard.edu/abs/2012A%26A...545A..55B target=ref> Boisse et al. 2012 </a>","Ground","Haute-Provence Observatory","1.93 m Telescope","ELODIE Spectrograph",16.52155151,113.007151,32.638271,105.524033,75.522729,36.73,-17.21,4,"G0 V",3
"358",358,"HD 152079","b","Radial Velocity",1,2899,3.98,0.52,NA,0,0,0,"16h53m29.74s",253.373901,"-46d19m58.6s",-46.332958,83.33,5726,1.1,1.15,"16/11/10","HD 152079 b",31.3,NA,NA,"Msini",2.18,692.8694,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>",2009,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...711.1229A target=ref> Arriagada et al. 2010 </a>","Ground","Las Campanas Observatory","6.5 m Magellan II Clay Telescope","MIKE Spectrograph",16.89159342,339.892243,-1.568839,257.548855,-23.609732,12,-21.5,4.6,"G6 V",3
"359",359,"HD 152581","b","Radial Velocity",1,689,1.48,0.074,NA,0,0,0,"16h53m43.58s",253.431595,"+11d58m25.5s",11.973746,182.82,5155,0.93,4.8,"14/5/14","HD 152581 b",36.6,NA,NA,"Msini",1.5,476.7,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2011ApJS..197...26J target=ref> Johnson et al. 2011 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",16.89543966,30.611579,31.490882,250.268166,34.285034,5.47,NA,5,"K0",12
"360",360,"HD 153950","b","Radial Velocity",1,499.4,1.28,0.34,NA,0,0,0,"17h04m30.87s",256.128632,"-43d18m35.2s",-43.309769,51.87,6076,1.12,1.34,"14/5/14","HD 153950 b",NA,NA,NA,"Msini",2.73,867.639,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..513M target=ref> Moutou et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",17.07524211,343.476552,-1.231061,259.274365,-20.385587,19.28,33,3.8,"F8 V",4.3
"361",361,"HD 154345","b","Radial Velocity",1,3342,4.19,0.044,NA,0,0,0,"17h02m36.41s",255.651688,"+47d04m54.8s",47.081882,18.06,NA,NA,NA,"14/5/14","HD 154345 b",NA,NA,NA,"Msini",0.947,300.972,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008ApJ...683L..63W target=ref> Wright et al. 2008 </a>",2006,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007ApJ...657..533W target=ref> Wright et al. 2007 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",17.04344584,73.022221,37.663548,241.743124,69.117863,55.37,-47.3,4.8,"G8 V",NA
"362",362,"HD 154672","b","Radial Velocity",1,163.967,0.59,0.6,NA,0,0,0,"17h10m04.91s",257.520477,"-56d26m57.4s",-56.449268,64.77,5655,1.08,1.44,"16/11/10","HD 154672 b",176.3,NA,NA,"Msini",4.73,1503.3359,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160309391J target=ref>Jenkins et al. 2016</a>",2008,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008AJ....136.1901L target=ref> Lopez-Morales et al. 2008 </a>","Ground","Las Campanas Observatory","6.5 m Magellan II Clay Telescope","MIKE Spectrograph",17.16803182,333.385298,-9.759043,261.778697,-33.365586,15.44,NA,4.3,"G3 IV",8
"363",363,"HD 154857","b","Radial Velocity",2,408.6,1.291,0.46,NA,0,0,0,"17h11m15.73s",257.815521,"-56d40m50.9s",-56.680798,68.54,5605,1.72,1.76,"14/5/14","HD 154857 b",48.3,NA,NA,"Msini",2.24,711.91,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2014ApJ...783..103W target=ref> Wittenmyer et al. 2014 </a>",2004,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...617..575M target=ref> McCarthy et al. 2004 </a>","Ground","Anglo-Australian Telescope","3.9 m Anglo-Australian Telescope","UCLES Spectrograph",17.18770142,333.288207,-10.025285,262.00084,-33.579354,14.59,27.9,4.5,"G5 V",NA
